,Text,Tag,Value,doc_id,ID,Prediction
49,（電 話） ０３－６７５８－８５６２,質問箇所TEL/FAX,話)03-6758-8562,300351410,300351410-50,
50,（ＦＡＸ） ０３－６７５８－８０６４,質問箇所TEL/FAX,(FAX)03-6758-8064,300351410,300351410-51,
51,（Ｅmail） mitani-moritoshi@jogmec.go.jp,,,300351410,300351410-52,
52,（２）入札説明書等の交付,,,300351410,300351410-53,
53,入札説明書は機構ホームページに公示する。,,,300351410,300351410-54,
54,（３）入札説明会開催の有無：無,,,300351410,300351410-55,
55,（４）一般競争入札参加申請書の提出期限,,,300351410,300351410-56,
56,平成３０年２月５日（月）１２時までに郵送若しくは持ち込みにより提出のこと。,資格申請締切日時,平成30年2月5日(月)12時,300351410,300351410-57,
57,（５）入札参加資格通知日 平成３０年２月５日（月）～平成３０年２月６日（火）,仕様書交付期限,平成30年2月6日(火),300351410,300351410-58,
58,４．入札日時、場所,,,300351410,300351410-59,
59,（１）入札日時：平成３０年２月８日（木）１４時５０分,開札日時,平成30年2月8日(木)14時50分,300351410,300351410-60,
60,（２）入札場所：東京都港区虎ノ門二丁目１０番１号 虎ノ門ツインビルディング,開札場所,東京都港区虎ノ門二丁目10番1号虎ノ門ツインビルディング独立行政法人石油天然ガス・金属鉱物資源機構13階会議室,300351410,300351410-61,
61,独立行政法人石油天然ガス・金属鉱物資源機構 １３階会議室,,,300351410,300351410-62,
62,５．その他,,,300351410,300351410-63,
63,（１）契約手続において使用する言語及び通貨,,,300351410,300351410-64,
64,日本語及び日本国通貨。,,,300351410,300351410-65,
65,（２）入札保証金及び契約保証金,,,300351410,300351410-66,
66,全額免除。,,,300351410,300351410-67,
67,（３）入札者に要求される事項,,,300351410,300351410-68,
68,① この競争に参加を希望する者は、本公告に示した調達品を納入できることを証明する,,,300351410,300351410-69,
69,書類を添付して、入札参加申請書に添付して提出しなければならない。,,,300351410,300351410-70,
70,② 入札者は、入札参加資格の通知の前日までの間において、契約担当役から上の書類に,,,300351410,300351410-71,
71,関し照会があった場合には、それに応じなければならない。,,,300351410,300351410-72,
72,（４）入札の無効 本公告に示した競争参加資格のない者の提出した入札書及び入札に関する,,,300351410,300351410-73,
73,条件に違反した者の提出した入札書は無効とする。,,,300351410,300351410-74,
74,- 2 -,,,300351410,300351410-75,
75,（５）契約書作成の要否 要。,,,300351410,300351410-76,
76,（６）落札者の決定方法,,,300351410,300351410-77,
77,入札参加資格の通知を受けた者であって、予定価格の制限の範囲内で最低価格をもって,,,300351410,300351410-78,
78,有効な入札を行った者を落札者とする。ただし、落札者となるべき者の入札価格によって,,,300351410,300351410-79,
79,は、その者により当該契約の内容に適合した履行がなされない恐れがあると認められると,,,300351410,300351410-80,
80,き又はその者と契約を締結することが公正な取引の秩序を乱すこととなる恐れがあって著,,,300351410,300351410-81,
81,しく不適当であると認められるときは、予定価格の制限の範囲内の価格をもって入札した,,,300351410,300351410-82,
82,他の者のうち最低の価格をもって入札した者を落札者とすることがある。,,,300351410,300351410-83,
83,（７）手続きにおける交渉の有無 無。,,,300351410,300351410-84,
84,（８）詳細は入札説明書による。,,,300351410,300351410-85,
85,（９）本事業に係る契約締結は、機構が平成３０年度国家備蓄石油管理等業務を受託すること,,,300351410,300351410-86,
86,を条件とします。,,,300351410,300351410-87,
87,○契約の公表に係る留意事項,,,300351410,300351410-88,
88,独立行政法人が行う契約については、「独立行政法人の事務・事業の見直しの基本方針」（平,,,300351410,300351410-89,
89,成２２年１２月７日閣議決定）において、独立行政法人と一定の関係を有する法人と契約をす,,,300351410,300351410-90,
90,る場合には、当該法人への再就職の状況、当該法人との間の取引等の状況について情報を公開,,,300351410,300351410-91,
91,するなどの取組を進めるとされているところです。,,,300351410,300351410-92,
92,これに基づき、以下のとおり、機構との関係に係る情報を機構のホームページで公表するこ,,,300351410,300351410-93,
93,ととしますので、所要の情報の当方への提供及び情報の公表に同意の上で、応札若しくは応募,,,300351410,300351410-94,
94,又は契約の締結を行っていただくよう御理解と御協力をお願いいたします。,,,300351410,300351410-95,
95,なお、案件への応札若しくは応募又は契約の締結をもって同意されたものとみなさせていた,,,300351410,300351410-96,
96,だきますので、ご了知願います。,,,300351410,300351410-97,
97,（１）公表の対象となる契約先,,,300351410,300351410-98,
98,次のいずれにも該当する契約先,,,300351410,300351410-99,
99,① 機構において役員を経験した者（役員経験者）が再就職していること又は課長相当職,,,300351410,300351410-100,
100,以上の職を経験した者（課長相当職以上経験者）が役員、顧問等として再就職している,,,300351410,300351410-101,
101,こと,,,300351410,300351410-102,
102,② 機構との間の取引高が、総売上高又は事業収入の３分の１以上を占めていること,,,300351410,300351410-103,
103,※ 予定価格が一定の金額を超えない契約や光熱水費の支出に係る契約等は対象外,,,300351410,300351410-104,
104,（２）公表する情報,,,300351410,300351410-105,
105,上記に該当する契約先について、契約ごとに、物品役務等の名称及び数量、契約締結日、,,,300351410,300351410-106,
106,契約先の名称、契約金額等と併せ、次に掲げる情報を公表します。,,,300351410,300351410-107,
107,① 機構の役員経験者及び課長相当職以上経験者（機構ＯＢ）の人数、職名及び機構にお,,,300351410,300351410-108,
108,ける最終職名,,,300351410,300351410-109,
109,② 機構との間の取引高,,,300351410,300351410-110,
110,③ 総売上高又は事業収入に占める機構との間の取引高の割合が、次の区分のいずれかに,,,300351410,300351410-111,
111,該当する旨,,,300351410,300351410-112,
112,３分の１以上２分の１未満、２分の１以上３分の２未満又は３分の２以上,,,300351410,300351410-113,
113,- 3 -,,,300351410,300351410-114,
114,④ 一者応札又は一者応募である場合はその旨,,,300351410,300351410-115,
115,（３）当方に提供していただく情報,,,300351410,300351410-116,
116,① 契約締結日時点で在職している機構ＯＢに係る情報（人数、現在の職名及び機構にお,,,300351410,300351410-117,
117,ける最終職名等）,,,300351410,300351410-118,
118,② 直近の事業年度における総売上高又は事業収入及び機構との間の取引高,,,300351410,300351410-119,
119,（４）公表日,,,300351410,300351410-120,
120,契約締結日の翌日から起算して原則として９３日以内,,,300351410,300351410-121,
0,入 札 公 告,,,300359885,300359885-1,
1,次のとおり一般競争入札に付します。,,,300359885,300359885-2,
2,平成３１年１月１８日,公告日,平成31年1月18日,300359885,300359885-3,
3,独立行政法人石油天然ガス・金属鉱物資源機構,,,300359885,300359885-4,
4,契約担当役 資源備蓄本部長 岩原 達也,,,300359885,300359885-5,
5,１．調達内容,,,300359885,300359885-6,
6,（１）件名及び予定数量等,,,300359885,300359885-7,
7,購入件名：苫小牧東部国家石油備蓄基地 特別高圧電力購入（平成３１年度）,入札件名,苫小牧東部国家石油備蓄基地特別高圧電力購入(平成31年度)契約,300359885,300359885-8,
8,契約電力：１，５４０ｋＷ 年間予定使用電力量 :３，９５６千ｋＷｈ,,,300359885,300359885-9,
9,（２）件名の特質等 入札説明書による。,,,300359885,300359885-10,
10,（３）契約期間 平成３１年４月１日から平成３２年３月３１日,調達年度;調達終了日;調達開始日,平成31年;平成32年3月31日;平成31年4月1日,300359885,300359885-11,
11,（４）需要場所 北海道苫小牧市字静川３０８番地,都道府県;需要場所(住所),北海道苫小牧;北海道苫小牧市字静川308番地,300359885,300359885-12,
